global_step_index,activity,step_index,variation,variation_index,headline,paragraph
5124,Cook Prime Rib,8,none,9,Let roast for the allotted time.,"To figure out the total cooking time needed for your roast, allow about 13-15 minutes per pound for rare and 15-17 minutes per pound for medium rare.Grab your meat thermometer (an instant-read digital one makes it easy) and check the internal temperature about 45 minute before you think the prime rib will finish. If anything, start checking early; if something's going wrong, you'll be able to catch it. Meat thermometers will only give you an accurate reading if you're inserting it into the thickest part of the beef. It should not be touching fat or bone. Cook until the temperature is 120° F (49°C) (or your desired temperature).Rare starts at 120°F (49°C) regardless of size. Medium rare is between 125° and 130°F (51° to 54° C). To make sure you're getting the doneness you desire, use a good digital meat thermometer."
5125,Cook Prime Rib,9,none,10,Place roast on a platter and let it sit in a warm spot so the juices can collect.,"Cover loosely with aluminum foil, and let sit approximately 15 to 20 minutes. Cutting into the meat too early will cause a significant loss of juice. Do not skip the resting stage.    Do not cover the roast tightly; that will make the crust soggy. Transfer fat and dark drippings from the pan into a fat separator. Set aside."
5126,Cook Prime Rib,10,none,11,"Grab a long, thin, sharp knife.","Sharpen your carving knife, if necessary, using either a sharpening rod or stone.   To use a sharpening rod, pull the edge of the knife down and across the rod, holding it at a 22° angle (you know what that looks like, right?). Repeat this process 5 to 10 times. If you're using a sharpening stone, hold your knife at a 10° to 15° angle to the stone. Push back and forth in smooth, steady strokes."
5127,Cook Prime Rib,11,none,12,Place the roast on a large meat cutting board.,"If you have one with a well at one end to contain the juices, good for you. First things first, remove the cooking twine with a knife or scissors and dispose."
5128,Cook Prime Rib,12,none,13,Start carving.,"To make it easy on yourself, use a carving fork to hold the roast in place. Turn the platter to where the rib bones are on your left if you are right-handed, or on your right if you use your left hand to carve.   Using your ultra-sharp carving knife, make one cut, slicing off the chine bones (the bones on the large end) to sever the meat from the bones in one piece.  Save the bones for nibbling on later. Or, if you're crafty in the kitchen, make a scrumptious soup!"
5129,Cook Prime Rib,13,none,14,Set roast cut-side down.,"Slice the meat across the grain to the thickness you prefer. 1/4 - 1/2"" (.6-1.25 cm) is fairly standard. Serve, enjoy, loosen your belt a notch, and moan away in prime rib ecstasy."
5130,Parboil Broccoli,0,none,1,Prepare the broccoli florets.,"Wash, cut, and dry before adding.;"
5131,Parboil Broccoli,1,none,2,Prepare a pot with water.,Bring it to the boil and add a little salt to it.
5133,Parboil Broccoli,3,none,4,Place the broccoli into the boiling water.,Only cook it for 2 minutes or for however long your directions say.
5134,Parboil Broccoli,4,none,5,Remove from the pot.,Use tongs or a strainer to get the broccoli out quickly.
5135,Parboil Broccoli,5,none,6,Plunge it into the bowl of ice water.,"This will ""shock"" the broccoli and immediately stop it cooking any further."
5136,Parboil Broccoli,6,none,7,"Once it is cool, drain the ice water and leave the broccoli in a colander ready for use as needed.",
5137,Parboil Broccoli,7,none,8,Use in the recipe of choice.,
5138,Make Grilled Artichokes,0,none,1,Bring to a boil one large pot of water (enough to contain all artichokes).,Proceed through step #8 while water is boiling.;
5139,Make Grilled Artichokes,1,none,2,Squeeze one lemon quarter in boiling pot to prevent browning.,
5140,Make Grilled Artichokes,2,none,3,Add a pinch of salt and sugar to the pot of boiling water to retain flavor.,
5141,Make Grilled Artichokes,3,none,4,Chop artichoke stems to extend only about 1/2” (13 mm) from the base.,
5142,Make Grilled Artichokes,4,none,5,"Halve artichokes lengthwise, from tip to stem.",
5143,Make Grilled Artichokes,5,none,6,Add artichokes to boiling water (they do not all have to be submerged).,
5144,Make Grilled Artichokes,6,none,7,Boil for 30-40 minutes (longer for more tender artichoke “meat”).,
5145,Make Grilled Artichokes,7,none,8,Squeeze the three remaining lemon quarters in a medium-sized bowl and combine olive oil and chopped garlic.,Add salt and pepper to taste.
5146,Make Grilled Artichokes,8,none,9,Remove boiled artichokes with tongs and place on paper towels to dry.,
5147,Make Grilled Artichokes,9,none,10,Scoop out the chokes (sharp bristly fibers from the artichoke pits).,
5148,Make Grilled Artichokes,10,none,11,Brush olive oil mixture from step #8 onto artichokes (should have about 1/2 cup leftover after this step).,
5149,Make Grilled Artichokes,11,none,12,"Combine sour cream, mayonnaise and minced chives to the leftover dipping sauce.",
5150,Make Grilled Artichokes,12,none,13,Whisk with fork until olive oil is no longer separated from other ingredients.,
5151,Make Grilled Artichokes,13,none,14,"Grill the brushed artichoke halves over medium heat for ten minutes, turning frequently until some leaves are browned or even slightly charred.",
5152,Make Grilled Artichokes,14,none,15,Serve artichoke halves with dipping sauce and enjoy!,
5154,Make Mangonadas,1,none,2,Add ingredients to a food processor or blender.,You will add the following: 1/2 cup spreadable apricot fruit Juice of 1 lime 2 1/4 teaspoons ground ancho chili pepper 2 tablespoons apple cider vinegar Rehydrated apricots.
5155,Make Mangonadas,2,none,3,Blend the ingredients in the food processor or blender.,"Use a high setting.Make sure the ingredients are evenly mixed. The ingredients may stick to the side of the food processor. In this case, use a spatula to scrape the sides of the bowl. If you don't have a food processor or traditional blender, you can try using a hand blender."
5156,Make Mangonadas,3,none,4,Store the chamoy in an airtight jar or container.,"You will need to refrigerate the chamoy if you aren't using it right away. For the mangonadas, you will only need 2-3 tablespoons of the chamoy. Measure this out and store the rest. This should keep well in the refrigerator. You can use the rest as a dipping sauce or in a salsa."
5157,Make Mangonadas,4,none,5,Add 2 cups of frozen mango chunks to a blender.,"Pour 1 cup of freshly squeezed orange juice on top.Seal the lid of the blender tightly. Pulse the blender to mix the ingredients. Blend until the mixture is smooth, like a slushie."
5158,Make Mangonadas,5,none,6,Get several small jars.,You will use these to serve the mangonadas. Divide 2-3 tablespoons of chamoy between the jars. Spoon the chamoy into each jar.Spread it around the side and inside of the glass using a knife or back of a spoon. This will allow this spicy condiment to be tasted throughout the mangonada. It should be a relatively thin layer.
5159,Make Mangonadas,6,none,7,Fill the mangonada jars.,You will need to add the frozen mango juice and prepare the topping. Pour the mango and orange juice mixture into each glass. It should still be the consistency of a slushie. Spoon a small amount of chamoy on top of each glass. Swirl this with a spoon to create a design and to mix the flavors. Top with a sprinkling of chili-lime salt. Enjoy on a hot day!
5160,Make Mangonadas,7,none,8,Add 2 pounds of fresh chopped mango to a food processor or blender.,"Pour in 1 cup of sugar, and 1/2 teaspoon salt. Seal the lid on the blender or food processor tightly. Process until completely smooth. Use the pulse setting on high."
5161,Make Mangonadas,8,none,9,Pour the mixture into a container.,Put this into the freezer.You will need to freeze the mango mixture until it is completely frozen. This will take approximately 5 hours. Be patient. Making mangonadas from fresh fruit takes much longer than using frozen fruit because of this step.
5162,Make Mangonadas,9,none,10,Scoop out the frozen mango mixture.,Add it to a blender or food processor. This might be difficult if the mixture is very hard. Try using an ice cream scoop or sturdy spoon to scoop out the mixture. Blend the frozen mangonada mixture until it is smooth like a slushie.
5163,Make Mangonadas,10,none,11,Find several small jars and fill them with the frozen mixture and chamoy.,"Top each jar with lime juice and ground chili. Spoon a little bit of chamoy into each jar. Spread it around the inside of the jar with knife or back of a spoon. Add a layer of frozen mango mixture, then top this with a small amount of chamoy. Repeat this layering until the jar is full. Pour a small amount of lime juice on top of each jar and sprinkle some ground chili as a topping."
5164,Make Mangonadas,11,none,12,Consider serving this recipe as individual popsicles.,"To do this, pour the mango mixture (from step 1) in several small cups or popsicle molds.Put a popsicle stick in each. Freeze the individual popsicles until hardened. Cut away the disposable cup or pop the popsicles out of molds. Top each popsicle with some chamoy, squeeze a little lime juice on top, and sprinkle with ground chili."
5165,Cook for a Southern Fish Fry,0,none,1,Select your fish.,"In the south, catfish are probably the number one choice, but near clean, sandy bottomed bayous and bays, black mullet are also popular and inexpensive, and easy to prepare.       ;"
5167,Cook for a Southern Fish Fry,2,none,3,Prepare your fish.,"After the fish have been cleaned, rinse them with fresh water and while they are wet, drop them in a container of seasoned cornmeal. The type of meal is up to the individual, but medium to fine grind yellow Cornmeal is popular in the south. Salt is the only usual seasoning, but when you get the hang of it, you may want to experiment with other spices. For a finer crust, you can add one part all purpose flour to each 4 parts of Cornmeal. This will allow the fish to cook longer before they brown, for a more well done fish."
